Feb 18, 2020	266.51	283.20	261.46	281.94	26,511,477,187	30,945,457,816
Feb 17, 2020	259.89	266.87	244.34	266.36	26,024,080,089	29,231,690,264
Feb 16, 2020	264.90	272.88	242.48	259.89	25,152,366,643	28,518,254,585
Feb 15, 2020	284.56	287.12	264.28	264.73	23,682,452,994	29,045,044,403
Feb 14, 2020	268.02	285.06	262.76	284.22	23,558,253,463	31,179,427,623
Feb 13, 2020	265.05	273.74	258.92	268.10	25,801,317,504	29,407,537,084
